player,team,minutes_per_game,free_throw_pct,avg_rebounds,average_assists,personal_fouls,pts,season
Shawn Marion,PHO,40.3,80.9,11.8,1.8,2.8,21.8,2005-2006
Sean Marks,SAS,7.2,58.3,1.7,0.3,0.8,3.2,2005-2006
Donyell Marshall,CLE,25.6,74.8,6.1,0.7,2,9.3,2005-2006
Rawle Marshall,DAL,10.5,75.9,1.3,0.4,0.7,3.1,2005-2006
Darrick Martin,TOR,8.5,75,0.5,1.4,1.1,2.6,2005-2006
Kenyon Martin,DEN,27.6,71.2,6.3,1.4,3.1,12.9,2005-2006
Kevin Martin,SAC,26.6,84.7,3.6,1.3,1.9,10.8,2005-2006
Desmond Mason,NOK,30,68.2,4.3,0.9,1.9,10.8,2005-2006
Jason Maxiell,DET,6.1,33.3,1.1,0.1,0.5,2.3,2005-2006
Sean May,CHA,17.3,76.6,4.7,1,2.5,8.2,2005-2006
Rashad McCants,MIN,17.2,73.6,1.8,0.8,2.2,7.9,2005-2006
Walter McCarty,LAC,9.8,57.1,1.9,0.6,1.4,2.4,2005-2006
Antonio McDyess,DET,21.1,55.7,5.3,1.1,2.7,7.8,2005-2006
Tracy McGrady,HOU,37.1,74.7,6.5,4.8,1.9,24.4,2005-2006
Jeff McInnis,NJN,17.4,69,1.8,1.9,1.3,5.3,2005-2006
Aaron McKie,LAL,8.6,50,1.4,0.8,0.5,0.5,2005-2006
Keith McLeod,UTA,18.7,79.7,1.2,2.3,2,5.6,2005-2006
Stanislav Medvedenko,LAL,3,0,0,0.5,0.5,1,2005-2006
Chris Mihm,LAL,26.1,71.6,6.3,1,3.6,10.2,2005-2006
Aaron Miles,GSW,6.2,100,0.7,1.3,0.7,0.8,2005-2006
C.J. Miles,UTA,8.8,75,1.7,0.7,0.9,3.4,2005-2006
Darius Miles,POR,32.2,53.4,4.6,1.8,2.5,14,2005-2006
Darko Milicic,TOT,13.9,56,2.7,0.7,1.7,4.8,2005-2006
Andre Miller,DEN,35.8,73.8,4.3,8.2,2.6,13.7,2005-2006
Brad Miller,SAC,37,82.8,7.8,4.7,3,15,2005-2006
Mike Miller,MEM,30.6,80,5.4,2.7,2.3,13.7,2005-2006
Yao Ming,HOU,34.2,85.3,10.2,1.5,3.4,22.3,2005-2006
Cuttino Mobley,LAC,37.7,83.9,4.3,3,2.6,14.8,2005-2006
Nazr Mohammed,SAS,17.4,78.5,5.2,0.5,2.8,6.2,2005-2006
Sergei Monia,TOT,13.2,71.4,2,0.7,1.6,3,2005-2006
Mikki Moore,SEA,12.4,74.2,2.8,0.6,2,3.3,2005-2006
Terence Morris,ORL,8.7,100,1.7,0.2,0.9,1.6,2005-2006
Alonzo Mourning,MIA,20,59.4,5.5,0.2,2.7,7.8,2005-2006
Troy Murphy,GSW,34,78.7,10,1.4,2.6,14,2005-2006
Lamond Murray,NJN,10.1,62.5,2.3,0.2,1.2,3.4,2005-2006
Ronald Murray,TOT,27.8,71.1,2,2.6,1.8,11.2,2005-2006
Dikembe Mutombo,HOU,14.9,75.8,4.8,0.1,2,2.6,2005-2006
Boniface N'Dong,LAC,6.6,66.7,1.6,0.3,1,2.2,2005-2006
Bostjan Nachbar,TOT,13.9,68.2,1.7,0.8,1.8,4.4,2005-2006
Lee Nailon,PHI,10.8,86.7,1.9,0.3,1.5,4.2,2005-2006
Eduardo Najera,DEN,22.6,78.1,5.1,0.8,2.6,5.4,2005-2006
Steve Nash,PHO,35.4,92.1,4.2,10.5,1.5,18.8,2005-2006
Jameer Nelson,ORL,28.8,77.9,2.9,4.9,2.8,14.6,2005-2006
Rasho Nesterovic,SAS,18.9,60,3.9,0.4,2.6,4.5,2005-2006
Ira Newble,CLE,9.8,68.8,1.6,0.3,1.3,1.3,2005-2006
Andres Nocioni,CHI,27.3,84.3,6.1,1.4,3.1,13,2005-2006
Moochie Norris,TOT,9.4,69,1.2,1.1,1.1,2.8,2005-2006
Dirk Nowitzki,DAL,38.1,90.1,9,2.8,2,26.6,2005-2006
Jermaine O'Neal,IND,35.3,70.9,9.3,2.6,3.5,20.1,2005-2006
Shaquille O'Neal,MIA,30.6,46.9,9.2,1.9,3.9,20,2005-2006
Fabricio Oberto,SAS,8.3,55.6,2.1,0.5,1.5,1.7,2005-2006
Lamar Odom,LAL,40.3,69,9.2,5.5,3.2,14.8,2005-2006
Emeka Okafor,CHA,33.6,65.6,10,1.2,3.4,13.2,2005-2006
Mehmet Okur,UTA,35.9,78,9.1,2.4,3.5,18,2005-2006
Kevin Ollie,PHI,15.3,83.7,1.4,1.4,1.5,2.7,2005-2006
Michael Olowokandi,TOT,19.1,51.1,4.6,0.5,2.5,5,2005-2006
Greg Ostertag,UTA,13.5,50,3.8,1,2.2,2.4,2005-2006
Bo Outlaw,ORL,11.1,62.5,2.4,0.4,1.6,2.3,2005-2006
Travis Outlaw,POR,16.7,69.7,2.7,0.5,1.6,5.8,2005-2006
Andre Owens,UTA,9.1,66.7,0.9,0.3,1.1,3,2005-2006
Zaza Pachulia,ATL,31.4,73.5,7.9,1.7,3.7,11.7,2005-2006
Scott Padgett,NJN,11.6,79.4,2.7,0.7,1.5,3.4,2005-2006
Milt Palacio,UTA,19.4,65.3,1.9,2.7,1.8,6.2,2005-2006
Jannero Pargo,CHI,11.3,81,1.1,1.6,1,4.8,2005-2006
Smush Parker,LAL,33.8,69.4,3.3,3.7,2.6,11.5,2005-2006
Tony Parker,SAS,33.9,70.7,3.3,5.8,2,18.9,2005-2006
Ruben Patterson,TOT,25.2,60.1,3.4,1.8,2.1,12.1,2005-2006
Chris Paul,NOK,36,84.7,5.1,7.8,2.8,16.1,2005-2006
Sasha Pavlovic,CLE,15.3,65.3,1.5,0.5,1.9,4.5,2005-2006
Gary Payton,MIA,28.5,79.4,2.9,3.2,2.1,7.7,2005-2006
Kendrick Perkins,BOS,19.6,61.5,5.9,1,2.9,5.2,2005-2006
Morris Peterson,TOR,38.3,82,4.6,2.3,2.7,16.8,2005-2006
Johan Petro,SEA,18.9,62.7,4.4,0.2,3.1,5.2,2005-2006
Eric Piatkowski,CHI,7.9,40,0.8,0.4,0.7,2,2005-2006
Paul Pierce,BOS,39,77.2,6.7,4.7,2.8,26.8,2005-2006
Mickael Pietrus,GSW,22.7,60.8,3.1,0.8,2.5,9.3,2005-2006
Zoran Planinic,NJN,10.6,69.7,1.3,0.9,1.6,3.4,2005-2006
Pavel Podkolzin,DAL,18,50,7,0,0,3,2005-2006
Scot Pollard,IND,17.1,76.3,4.8,0.5,2.6,3.8,2005-2006
James Posey,MIA,28.6,78.7,4.8,1.3,2.9,7.2,2005-2006
Vitaly Potapenko,TOT,10.7,58.8,1.9,0.3,1.5,2.5,2005-2006
Josh Powell,DAL,11.6,80,2.2,0.2,1.4,3,2005-2006
Ronnie Price,SAC,5.2,100,0.5,0.4,0.3,2.1,2005-2006
Tayshaun Prince,DET,35.3,76.5,4.2,2.3,1.2,14.1,2005-2006
Laron Profit,LAL,11.2,87.5,1.7,0.6,1,4.2,2005-2006
Joel Przybilla,POR,24.9,53.2,7,0.8,2.7,6.1,2005-2006
Vladimir Radmanovic,TOT,25.6,81.6,4.6,1.8,2.7,9.8,2005-2006
Shavlik Randolph,PHI,8.5,60.6,2.3,0.3,1.5,2.3,2005-2006
Zach Randolph,POR,34.4,71.4,8,1.9,2.5,18,2005-2006
Theo Ratliff,POR,23.7,65.1,5.1,0.5,2.6,4.9,2005-2006
Zeljko Rebraca,LAC,14.2,75.6,2.2,0.3,2,4.7,2005-2006
Michael Redd,MIL,39.1,87.7,4.3,2.9,2,25.4,2005-2006
Justin Reed,TOT,13.8,72.5,1.7,0.6,2.3,4.5,2005-2006
Jason Richardson,GSW,38.4,67.3,5.8,3.1,2.7,23.2,2005-2006
Quentin Richardson,NYK,26.2,67,4.2,1.6,2.4,8.2,2005-2006
Luke Ridnour,SEA,33.2,87.7,3,7,2.3,11.5,2005-2006
Anthony Roberson,MEM,5.5,100,0.4,0.3,0.4,2.2,2005-2006
Lawrence Roberts,MEM,5.5,47.8,1.5,0.2,0.9,1.5,2005-2006
Bernard Robinson,CHA,19.7,79.1,3.3,1.2,2.1,6.4,2005-2006
Clifford Robinson,NJN,23.3,65.8,3.3,1.1,2.6,6.9,2005-2006
Nate Robinson,NYK,21.4,75.2,2.3,2,2.8,9.3,2005-2006
Jalen Rose,TOT,27.5,78,2.9,2.5,2.2,12.3,2005-2006
Malik Rose,NYK,15.5,78.1,3.6,0.9,2,4.4,2005-2006
Quinton Ross,LAC,22.6,76,2.5,1.2,2.3,4.7,2005-2006
Michael Ruffin,WAS,13.3,50,3.6,0.4,2.4,1.4,2005-2006
Kareem Rush,CHA,23.6,71.4,2.2,1.1,1.7,10.1,2005-2006
Bryon Russell,DEN,3,0,1,1,0,0,2005-2006
John Salmons,PHI,25.1,77.5,2.7,2.7,2.2,7.5,2005-2006
Jamal Sampson,SAC,3.3,0,1.5,0.4,0.4,0.8,2005-2006
Melvin Sanders,SAS,7.1,70,1.4,0.2,1.3,2.6,2005-2006
Brian Scalabrine,BOS,13.2,72.2,1.6,0.7,1.8,2.9,2005-2006
Alex Scales,SAS,0,0,0,0,0,0,2005-2006
Luke Schenscher,CHI,7.5,30.8,1.5,0.4,1.1,1.8,2005-2006
Ha Seung-Jin,POR,7.9,47.1,1.8,0,1.5,1.6,2005-2006
Wayne Simien,MIA,9.6,88.2,2,0.2,1.6,3.4,2005-2006
Bobby Simmons,MIL,33.8,82.5,4.4,2.3,3.4,13.4,2005-2006
James Singleton,LAC,12.8,78,3.3,0.5,1.6,3.4,2005-2006
Brian Skinner,TOT,14.5,48.2,3.5,0.5,1.8,2.9,2005-2006
Charles Smith,TOT,9.5,62.5,0.7,0.4,1.3,3.6,2005-2006
Donta Smith,ATL,5.5,50,0.6,0.4,0.9,1.7,2005-2006
